short_ticker,iso,entity,frequency,currency,transformation,scale,source,description,first_date,last_date,last_insert_timestamp
USDNPR,NP,Nepal,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:41:12.744128
M3NP,NP,Nepal,M,DOMESTIC,Period level,Milions,"Central Bureau of Statistics, Nepal",Money supply,2010-07-01,2023-05-01,2023-10-16 00:40:29.739424
IIPANP,NP,Nepal,Q,DOMESTIC,Period level,Milions,"Central Bureau of Statistics, Nepal",International investment position: Assets,2013-10-01,2022-04-01,2023-10-16 00:40:30.453102
IIPLNP,NP,Nepal,Q,DOMESTIC,Period level,Milions,"Central Bureau of Statistics, Nepal",International investment position: Liabilities,2013-10-01,2022-04-01,2023-10-16 00:40:30.496350
EXPMONNP,NP,Nepal,M,USD,Period level,Milions,"Central Bureau of Statistics, Nepal",Monthly exports,2016-03-01,2023-05-01,2023-10-16 00:40:29.619659
IMPMONNP,NP,Nepal,M,USD,Period level,Milions,"Central Bureau of Statistics, Nepal",Monthly imports,2016-03-01,2023-05-01,2023-10-16 00:40:29.689372
OILDEMNP,NP,Nepal,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:51:55.252849
GASOPRODNP,NP,Nepal,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:55:44.759665
GASODEMNP,NP,Nepal,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:59:34.121938
CORENP,NP,Nepal,M,INDEX,Period level,Units,"Central Bureau of Statistics, Nepal",Core consumer price index,2017-01-01,2023-05-01,2023-10-16 00:40:29.562479
POPTM,TM,Turkmenistan,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:08:51.592703
USDTMT,TM,Turkmenistan,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2011-01-01,2024-03-31,2024-04-01 09:41:30.593411
GDPCR,CR,Costa Rica,Q,DOMESTIC,Period level,Milions,,Gross domestic product,2020-04-01,2021-01-01,2021-07-01 03:26:04.211359
RGDPCR,CR,Costa Rica,Q,DOMESTIC,Period level,Milions,,Real gross domestic product,2020-04-01,2021-01-01,2021-07-01 03:26:04.229085
CPICR,CR,Costa Rica,M,INDEX,Period level,Units,,Consumer price index,1976-01-01,2024-03-01,2024-04-06 06:30:10.484353
PPICR,CR,Costa Rica,M,INDEX,Period level,Units,,Producer price index,2020-09-01,2021-05-01,2021-06-28 03:26:04.535947
GBALCR,CR,Costa Rica,Y,DOMESTIC,Period level,Milions,,Government balance,2019-01-01,2020-01-01,2021-07-01 03:26:04.384107
GSPECR,CR,Costa Rica,Y,DOMESTIC,Period level,Milions,,General government total expenditure,2019-01-01,2020-01-01,2021-07-01 03:26:04.352899
GREVCR,CR,Costa Rica,Y,DOMESTIC,Period level,Milions,,General government total revenue,2019-01-01,2020-01-01,2021-07-01 03:26:04.338181
GDEBTCR,CR,Costa Rica,M,DOMESTIC,Period level,Milions,,Government debt,2019-01-01,2020-01-01,2021-07-01 03:26:04.367432
URATECR,CR,Costa Rica,M,PERCENT,Period level,Units,,Unemployment,2020-04-01,2021-01-01,2021-05-24 03:26:06.256142
EMPCR,CR,Costa Rica,Q,PERSONS,Period level,Thousands,,Total employment,2020-04-01,2021-01-01,2021-05-24 03:26:06.230137
IPCR,CR,Costa Rica,M,INDEX,Period level,Units,,Industrial production,2020-08-01,2021-04-01,2021-06-28 03:26:04.453202
OILPRODCR,CR,Costa Rica,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:46:22.221946
CACR,CR,Costa Rica,Q,USD,Period level,Milions,,Current account balance,2020-04-01,2021-01-01,2021-07-01 03:26:04.412614
POPCR,CR,Costa Rica,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:06:26.252190
USDCRC,CR,Costa Rica,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:40:26.414635
M3CR,CR,Costa Rica,M,DOMESTIC,Period level,Milions,,Money supply,2020-09-01,2021-05-01,2021-06-28 03:26:04.599610
RPRCCR,CR,Costa Rica,Q,DOMESTIC,Period level,Milions,,Real private consumption,2020-04-01,2021-01-01,2021-07-01 03:26:04.245669
RPUCCR,CR,Costa Rica,Q,DOMESTIC,Period level,Milions,,Real public consumption,2020-04-01,2021-01-01,2021-07-01 03:26:04.262809
RGFCFCR,CR,Costa Rica,Q,DOMESTIC,Period level,Milions,,Real gross fixed capital formation,2020-04-01,2021-01-01,2021-07-01 03:26:04.278396
EXPMONCR,CR,Costa Rica,Q,USD,Period level,Milions,,Monthly exports,1999-01-01,2023-10-01,2024-03-28 06:30:19.834169
IMPMONCR,CR,Costa Rica,Q,USD,Period level,Milions,,Monthly imports,1999-01-01,2023-10-01,2024-03-28 06:30:20.127507
OILDEMCR,CR,Costa Rica,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:50:13.142297
GASOPRODCR,CR,Costa Rica,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:54:05.848086
GASODEMCR,CR,Costa Rica,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:57:56.098691
GDPJO,JO,Jordan,Q,DOMESTIC,Period level,Milions,,Gross domestic product,2020-04-01,2021-01-01,2021-07-01 03:28:08.989382
RGDPJO,JO,Jordan,Q,DOMESTIC,Period level,Milions,,Real gross domestic product,2020-04-01,2021-01-01,2021-07-01 03:28:09.010571
CPIJO,JO,Jordan,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,2006-01-01,2022-09-01,2022-10-28 22:22:05.887133
PPIJO,JO,Jordan,M,INDEX,Period level,Units,,Producer price index,2020-08-01,2021-05-01,2021-07-01 03:28:09.076590
GDEBTJO,JO,Jordan,M,DOMESTIC,Period level,Milions,,Government debt,2020-08-01,2021-05-01,2021-07-01 03:28:09.096680
URATEJO,JO,Jordan,Q,PERCENT,Period level,Units,,Unemployment,2020-04-01,2021-01-01,2021-06-28 03:28:12.382171
EMPJO,JO,Jordan,Q,PERCENT,Period level,Units,,Total employment,2020-04-01,2021-01-01,2021-06-28 03:28:12.359442
IPJO,JO,Jordan,M,INDEX,Period level,Units,,Industrial production,2020-08-01,2021-04-01,2021-06-28 03:28:12.336230
EXPJO,JO,Jordan,Q,DOMESTIC,Period level,Milions,,Exports of goods and services,2020-04-01,2021-01-01,2021-07-01 03:28:09.138173
IMPJO,JO,Jordan,Q,DOMESTIC,Period level,Milions,,Imports of goods and services,2020-04-01,2021-01-01,2021-07-01 03:28:09.156970
CAJO,JO,Jordan,Q,DOMESTIC,Period level,Milions,,Current account balance,2020-04-01,2021-01-01,2021-07-01 03:28:09.116930
POPJO,JO,Jordan,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:07:41.756639
USDJOD,JO,Jordan,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:40:49.457696
GDPLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Gross domestic product,1995-01-01,2023-10-01,2024-02-13 05:47:32.186135
PRCLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Private consumption,1995-01-01,2023-10-01,2024-03-02 05:51:40.492613
PUCLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Public consumption,1995-01-01,2023-10-01,2024-03-02 05:51:32.004017
CONLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Total consumption,1995-01-01,2023-10-01,2024-03-02 05:52:48.728061
GCFLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Gross capital formation,1995-01-01,2023-10-01,2024-03-02 05:52:45.334599
GFCFLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Gross fixed capital formation,1995-01-01,2023-10-01,2024-03-02 05:51:23.375222
CILT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Change in inventories,1995-01-01,2023-10-01,2024-03-02 05:52:40.577221
CBALLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Commercial balance (goods + services),1995-01-01,2023-10-01,2024-03-02 05:52:35.456182
RGDPLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross domestic product,1995-01-01,2023-10-01,2024-02-13 05:47:23.430918
GDPPCLT,LT,Lithuania,Y,DOMESTIC,Period level,Units,Eurostat,GDP per capita,1995-01-01,2023-01-01,2024-03-02 05:37:49.918563
CPILT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Consumer price index,1996-01-01,2024-02-01,2024-03-18 12:49:27.110325
PPILT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Producer price index,1998-01-01,2024-02-01,2024-04-01 21:06:26.316455
GBALLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Government balance,1999-01-01,2023-04-01,2023-10-23 12:25:10.747944
GSPELT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,General government total expenditure,1999-01-01,2023-04-01,2023-10-23 12:25:10.950312
GREVLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,General government total revenue,1999-01-01,2023-04-01,2023-10-23 12:25:11.158903
GDEBTLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Government debt,2000-01-01,2023-04-01,2023-10-24 12:35:36.515635
GDEBTNLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Government net debt,1998-10-01,2023-07-01,2024-01-22 11:19:28.969434
URATELT,LT,Lithuania,M,PERCENT,Period level,Units,Eurostat,Unemployment,1998-01-01,2023-11-01,2024-01-09 12:36:25.110944
JVRLT,LT,Lithuania,Q,PERCENT,Period level,Units,Eurostat,Job vacancy rate,2010-01-01,2023-10-01,2024-03-15 17:35:47.829436
EMPLT,LT,Lithuania,Q,PERSONS,Period level,Thousands,Eurostat,Total employment,2009-01-01,2023-07-01,2023-12-15 05:35:46.385831
EMRATIOLT,LT,Lithuania,Q,PERCENT,Period level,Units,Eurostat,Employment to working age population,2009-01-01,2023-07-01,2023-12-15 05:35:46.504178
RETALT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Retail trade,1998-01-01,2024-02-01,2024-04-01 21:44:07.747339
IPLT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Industrial production,1998-01-01,2024-01-01,2024-03-28 17:49:00.146648
INVERLT,LT,Lithuania,Y,PERCENT,Period level,Units,Eurostat,Investment rate,2007-01-01,2021-01-01,2022-10-24 05:48:53.762432
SENTLT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Sentiment index,1993-05-01,2024-03-01,2024-03-27 13:09:14.706301
CONFLT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Consumer confidence index,2001-05-01,2024-03-01,2024-03-27 13:09:15.279108
UTILLT,LT,Lithuania,Q,PERCENT,Period level,Units,Eurostat,Utilization rate,1993-01-01,2024-01-01,2024-01-30 18:02:31.578055
CARLT,LT,Lithuania,M,OTHER NUMBER,Period level,Units,European Automobile Manufacturers,Passenger car sales,2003-01-01,2022-12-01,2023-01-19 02:22:14.524787
ELELT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Production electricity,1998-01-01,2024-01-01,2024-04-01 23:33:42.253666
OILPRODLT,LT,Lithuania,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2023-12-01,2024-03-18 15:42:32.382022
EXPLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Exports of goods and services,1995-01-01,2023-10-01,2024-03-02 05:52:55.156827
IMPLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Imports of goods and services,1995-01-01,2023-10-01,2024-03-02 05:51:14.729077
CALT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Current account balance,1995-01-01,2024-01-01,2024-03-21 06:14:27.592097
POPLT,LT,Lithuania,Y,PERSONS,Period level,Units,Eurostat,Population,1960-01-01,2022-01-01,2023-02-10 23:02:08.405774
HHDIRLT,LT,Lithuania,Y,PERCENT,Period level,Units,Eurostat,Household debt to income ratio,2007-01-01,2022-01-01,2023-10-27 09:55:21.810774
HOULT,LT,Lithuania,Q,INDEX,Period level,Units,Eurostat,House price,2006-01-01,2023-10-01,2024-04-04 09:35:06.918584
NFCLOANLT,LT,Lithuania,Y,PERCENT,Period level,Units,Eurostat,Lending to non-financial corporations,1995-01-01,2022-01-01,2023-10-13 10:10:54.427870
PRIDEBTLT,LT,Lithuania,Y,PERCENT,Period level,Units,Eurostat,Private debt,1995-01-01,2022-01-01,2023-10-13 10:10:23.591603
NIIPLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Net international investment position,1995-01-01,2022-07-01,2023-01-26 03:15:47.950604
Y10YDLT,LT,Lithuania,M,PERCENT,Period level,Units,Eurostat,Long term yield,2001-01-01,2024-02-01,2024-03-13 12:35:20.066367
REERLT,LT,Lithuania,M,INDEX,Period level,Units,Bank for International Settlements,Real effective exchange rate,1994-01-01,2024-02-01,2024-03-21 04:13:48.440049
TBLT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Trade balance,2008-01-01,2024-01-01,2024-03-21 06:14:29.420978
RGDPPCLT,LT,Lithuania,Y,VOLUME,Period level,Units,Eurostat,Real GDP per capita,1995-01-01,2023-01-01,2024-03-02 05:37:49.852045
RPRCLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real private consumption,1995-01-01,2023-10-01,2024-03-02 05:51:03.706618
RPUCLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real public consumption,1995-01-01,2023-10-01,2024-03-02 05:50:55.243640
RCONLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real total consumption,1995-01-01,2023-10-01,2024-03-02 05:52:27.711216
RGCFLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross capital formation,1995-01-01,2023-10-01,2024-03-02 05:52:30.081694
RGFCFLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross fixed capital formation,1995-01-01,2023-10-01,2024-03-02 05:50:46.745270
REXPLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real exports of goods and services,1995-01-01,2023-10-01,2024-03-02 05:50:29.691960
RIMPLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,Real imports of goods and services,1995-01-01,2023-10-01,2024-03-02 05:50:38.245918
NYLT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Net income from abroad (Primary Income),2008-01-01,2024-01-01,2024-03-21 06:14:29.910301
NCTLT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Net current transfers (Secondary Income),2008-01-01,2024-01-01,2024-03-21 06:14:30.291245
KALT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Capital account,2008-01-01,2024-01-01,2024-03-21 06:14:27.198559
CKALT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Net foreign investment,2008-01-01,2024-01-01,2024-03-21 06:14:28.066390
IIPALT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,International investment position: Assets,1995-01-01,2022-07-01,2023-01-26 03:15:47.519794
IIPLLT,LT,Lithuania,Q,DOMESTIC,Period level,Milions,Eurostat,International investment position: Liabilities,1995-01-01,2022-07-01,2023-01-26 03:15:47.730355
EXPMONLT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Monthly exports,2008-01-01,2024-01-01,2024-03-21 06:14:28.550219
IMPMONLT,LT,Lithuania,M,DOMESTIC,Period level,Milions,Eurostat,Monthly imports,2008-01-01,2024-01-01,2024-03-21 06:14:28.939848
OILDEMLT,LT,Lithuania,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2023-12-01,2024-03-18 15:43:11.049672
GASOPRODLT,LT,Lithuania,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2023-12-01,2024-03-18 15:43:52.065006
GASODEMLT,LT,Lithuania,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2023-12-01,2024-03-18 15:44:36.771904
GASPRODLT,LT,Lithuania,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-01-01,2022-03-01,2022-06-21 15:16:06.171709
GASDEMLT,LT,Lithuania,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2010-01-01,2024-01-01,2024-03-18 15:15:59.219737
ACPOPLT,LT,Lithuania,Q,PERSONS,Period level,Thousands,Eurostat,Active population,2009-01-01,2023-07-01,2023-12-15 05:35:46.267606
CORELT,LT,Lithuania,M,INDEX,Period level,Units,Eurostat,Core consumer price index,1996-01-01,2024-02-01,2024-03-18 12:49:27.851600
CPIBO,BO,Bolivia,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,2005-01-01,2022-09-01,2022-10-28 22:21:51.305665
OILPRODBO,BO,Bolivia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:46:04.975042
POPBO,BO,Bolivia,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:06:25.531696
USDBOB,BO,Bolivia,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:40:16.993057
OILDEMBO,BO,Bolivia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:49:54.424567
GASOPRODBO,BO,Bolivia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:53:50.085610
GASODEMBO,BO,Bolivia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:57:41.243436
GASPRODBO,BO,Bolivia,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2011-01-01,2023-12-01,2024-03-18 15:15:40.089067
GASDEMBO,BO,Bolivia,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2011-01-01,2023-12-01,2024-03-18 15:15:39.775370
CPIUG,UG,Uganda,M,INDEX,Period level,Units,,Consumer price index,2010-07-01,2019-09-01,2021-12-08 20:32:34.831077
USDUGX,UG,Uganda,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:41:37.301764
GDPCM,CM,Cameroon,Q,DOMESTIC,Period level,Billions,National Stat. Institute of Cameroon,Gross domestic product,1999-01-01,2019-04-01,2019-11-10 00:17:57.852691
PUCCM,CM,Cameroon,Q,DOMESTIC,Period level,Billions,National Stat. Institute of Cameroon,Public consumption,1999-01-01,2019-04-01,2019-11-10 00:17:56.364067
GFCFCM,CM,Cameroon,Q,DOMESTIC,Period level,Billions,National Stat. Institute of Cameroon,Gross fixed capital formation,1999-01-01,2019-04-01,2019-11-10 00:17:56.734915
RGDPCM,CM,Cameroon,Q,DOMESTIC,Period level,Billions,National Stat. Institute of Cameroon,Real gross domestic product,1999-01-01,2019-04-01,2019-11-10 00:17:58.221207
CPICM,CM,Cameroon,M,INDEX,Period level,Units,National Stat. Institute of Cameroon,Consumer price index,2012-01-01,2019-09-01,2019-11-20 00:20:12.259928
IPCM,CM,Cameroon,Q,INDEX,Period level,Units,National Stat. Institute of Cameroon,Industrial production,1999-01-01,2019-04-01,2019-11-26 00:21:12.344663
EXPCM,CM,Cameroon,Q,DOMESTIC,Period level,Billions,National Stat. Institute of Cameroon,Exports of goods and services,1999-01-01,2019-04-01,2019-11-10 00:17:57.106608
IMPCM,CM,Cameroon,Q,DOMESTIC,Period level,Billions,National Stat. Institute of Cameroon,Imports of goods and services,1999-01-01,2019-04-01,2019-11-10 00:17:57.481239
POPCD,CD,Democratic Republic Of Congo,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:06:26.027952
USDCDF,CD,Democratic Republic Of Congo,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2001-11-30,2024-03-31,2024-04-01 09:40:22.052113
OILPRODPY,PY,Paraguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:48:15.698267
POPPY,PY,Paraguay,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:07:43.365510
POLIRPY,PY,Paraguay,D,OTHER NUMBER,Period level,Units,Central Bank of Paraguay,Policy rate - short term,2013-01-02,2020-08-07,2020-08-11 06:45:41.197812
USDPYG,PY,Paraguay,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:41:18.211853
REERPY,PY,Paraguay,M,INDEX,Period level,Units,Central Bank of Paraguay,Real effective exchange rate,2005-01-01,2019-10-01,2019-12-09 00:28:55.656334
IBD1PY,PY,Paraguay,D,OTHER NUMBER,Period level,Units,Central Bank of Paraguay,Interbank lending overnight rate,2011-10-10,2020-08-07,2020-08-11 06:45:36.985443
OILDEMPY,PY,Paraguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:52:15.820145
GASOPRODPY,PY,Paraguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:56:04.940503
GASODEMPY,PY,Paraguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:59:52.799122
GDPMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Gross domestic product,2020-04-01,2021-01-01,2021-05-28 17:08:09.990044
RGDPMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Real gross domestic product,2020-04-01,2020-10-01,2021-03-05 17:08:08.048308
CPIMO,MO,Macao,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,1998-01-01,2021-09-01,2021-12-14 22:22:38.904834
GBALMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Government balance,2020-01-01,2021-01-01,2021-06-27 17:08:08.254089
GSPEMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,General government total expenditure,2020-01-01,2021-01-01,2021-06-27 17:08:08.228248
GREVMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,General government total revenue,2020-01-01,2021-01-01,2021-06-27 17:08:08.209800
URATEMO,MO,Macao,M,PERCENT,Period level,Units,,Unemployment,2020-06-01,2021-12-01,2021-03-26 17:08:08.280750
EMPMO,MO,Macao,M,PERSONS,Period level,Units,,Total employment,2020-06-01,2021-12-01,2021-03-26 17:08:08.265743
POPMO,MO,Macao,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:07:42.494235
M3YDMO,MO,Macao,M,PERCENT,Period level,Units,,3 month yield,2020-09-01,2021-05-01,2021-06-27 17:08:08.305905
POLIRMO,MO,Macao,M,PERCENT,Period level,Units,,Policy rate - short term,2020-09-01,2021-05-01,2021-06-27 17:08:08.324408
USDMOP,MO,Macao,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:41:04.988291
CREDMO,MO,Macao,M,DOMESTIC,Period level,Milions,,Domestic credit,2020-08-01,2021-04-01,2021-06-27 17:08:08.284267
RPRCMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Real private consumption,2020-04-01,2021-01-01,2021-05-28 17:08:10.027737
RPUCMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Real public consumption,2020-04-01,2021-01-01,2021-05-28 17:08:10.054939
RGFCFMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Real gross fixed capital formation,2020-04-01,2021-01-01,2021-05-28 17:08:10.165421
RCIMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Real change in inventories,2020-04-01,2021-01-01,2021-05-28 17:08:10.091184
REXPMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Real exports of goods and services,2020-04-01,2021-01-01,2021-05-28 17:08:10.119485
RIMPMO,MO,Macao,Q,DOMESTIC,Period level,Milions,,Real imports of goods and services,2020-04-01,2021-01-01,2021-05-28 17:08:10.143174
OILPRODLY,LY,Libya,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:47:36.511143
POPLY,LY,Libya,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:07:42.363732
USDLYD,LY,Libya,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:41:00.531240
OILDEMLY,LY,Libya,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:51:32.877488
GASOPRODLY,LY,Libya,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:55:23.357600
GASODEMLY,LY,Libya,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:59:13.420378
GASPRODLY,LY,Libya,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2012-01-01,2023-06-01,2023-08-16 15:15:55.680982
GASDEMLY,LY,Libya,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2012-01-01,2023-06-01,2023-08-16 15:15:55.424569
RGDPUY,UY,Uruguay,Q,DOMESTIC,Period level,Milions,Banco Central Uruguay,Real gross domestic product,2016-01-01,2023-10-01,2024-03-22 06:12:15.792770
CPIUY,UY,Uruguay,M,INDEX,Period level,Units,Banco Central Uruguay,Consumer price index,1940-02-01,2024-03-01,2024-04-04 06:12:13.546065
PPIUY,UY,Uruguay,M,INDEX,Period level,Units,,Producer price index,2020-02-01,2021-06-01,2021-06-30 03:24:06.604441
GSPEUY,UY,Uruguay,M,DOMESTIC,Period level,Milions,,General government total expenditure,2018-01-01,2020-11-01,2021-01-05 03:24:07.826647
GREVUY,UY,Uruguay,Y,DOMESTIC,Period level,Milions,,General government total revenue,2018-01-01,2020-01-01,2021-01-05 03:24:07.812766
URATEUY,UY,Uruguay,M,PERCENT,Period level,Units,,Unemployment,2020-02-01,2020-07-01,2021-01-05 03:24:07.753245
EMPUY,UY,Uruguay,M,PERCENT,Period level,Units,,Total employment,2020-02-01,2020-07-01,2021-01-05 03:24:07.736983
IPUY,UY,Uruguay,M,INDEX,Period level,Units,,Industrial production,2020-07-01,2021-04-01,2021-06-28 03:24:06.082737
OILPRODUY,UY,Uruguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:49:10.570204
CAUY,UY,Uruguay,Q,USD,Period level,Milions,,Current account balance,2020-04-01,2021-01-01,2021-07-01 03:24:06.503563
